empID,name,designation,password,email,mobile,performance_rate
EMP421,Employee421,Designer,password421,employee421@emp.com,9372196583,0
EMP422,Employee422,QA,password422,employee422@emp.com,8074889538,0
EMP423,Employee423,Manager,password423,employee423@emp.com,7259196139,0
EMP424,Employee424,QA,password424,employee424@emp.com,8278080532,0
EMP425,Employee425,Lead,password425,employee425@emp.com,7746568520,0
EMP426,Employee426,HR,password426,employee426@emp.com,7519147664,0
EMP427,Employee427,Lead,password427,employee427@emp.com,7848582229,0
EMP428,Employee428,SDE2,password428,employee428@emp.com,8508860043,0
EMP429,Employee429,SDE2,password429,employee429@emp.com,9343344230,0
EMP430,Employee430,QA,password430,employee430@emp.com,9050971877,0
EMP431,Employee431,Designer,password431,employee431@emp.com,8116121198,0
EMP432,Employee432,SDE2,password432,employee432@emp.com,9507823650,0
EMP433,Employee433,DevOps,password433,employee433@emp.com,9823494051,0
EMP434,Employee434,SDE2,password434,employee434@emp.com,9820940910,0
EMP435,Employee435,Manager,password435,employee435@emp.com,9647909505,0
EMP436,Employee436,QA,password436,employee436@emp.com,9705785068,0
EMP437,Employee437,SDE2,password437,employee437@emp.com,8139363622,0
EMP438,Employee438,DevOps,password438,employee438@emp.com,7340369596,0
EMP439,Employee439,Designer,password439,employee439@emp.com,8345218095,0
EMP440,Employee440,SDE2,password440,employee440@emp.com,8164116182,0
EMP441,Employee441,SDE2,password441,employee441@emp.com,9608401126,0
EMP442,Employee442,HR,password442,employee442@emp.com,7489751552,0
EMP443,Employee443,QA,password443,employee443@emp.com,9438882937,0
EMP444,Employee444,SDE1,password444,employee444@emp.com,8673821174,0
EMP445,Employee445,Designer,password445,employee445@emp.com,8395746384,0
EMP446,Employee446,SDE1,password446,employee446@emp.com,8326599097,0
EMP447,Employee447,SDE2,password447,employee447@emp.com,8053770930,0
EMP448,Employee448,Designer,password448,employee448@emp.com,7003087512,0
EMP449,Employee449,Designer,password449,employee449@emp.com,8615961331,0
EMP450,Employee450,HR,password450,employee450@emp.com,8106122128,0
EMP451,Employee451,Designer,password451,employee451@emp.com,8502626732,0
EMP452,Employee452,QA,password452,employee452@emp.com,9532768330,0
EMP453,Employee453,Lead,password453,employee453@emp.com,9262033743,0
EMP454,Employee454,SDE2,password454,employee454@emp.com,7823249535,0
EMP455,Employee455,Lead,password455,employee455@emp.com,7328106577,0
EMP456,Employee456,SDE1,password456,employee456@emp.com,8233394563,0
EMP457,Employee457,QA,password457,employee457@emp.com,8205595422,0
EMP458,Employee458,QA,password458,employee458@emp.com,8104515808,0
EMP459,Employee459,Manager,password459,employee459@emp.com,7792934618,0
EMP460,Employee460,Manager,password460,employee460@emp.com,9082137638,0
EMP461,Employee461,Manager,password461,employee461@emp.com,7255680220,0
EMP462,Employee462,QA,password462,employee462@emp.com,9552367989,0
EMP463,Employee463,Manager,password463,employee463@emp.com,9550944680,0
EMP464,Employee464,SDE1,password464,employee464@emp.com,7917413200,0
EMP465,Employee465,HR,password465,employee465@emp.com,9096372795,0
EMP466,Employee466,HR,password466,employee466@emp.com,7232369087,0
EMP467,Employee467,SDE2,password467,employee467@emp.com,8197554925,0
EMP468,Employee468,QA,password468,employee468@emp.com,9304012650,0
EMP469,Employee469,QA,password469,employee469@emp.com,8397429066,0
EMP470,Employee470,SDE2,password470,employee470@emp.com,7563165394,0
EMP471,Employee471,Designer,password471,employee471@emp.com,8087812466,0
EMP472,Employee472,SDE1,password472,employee472@emp.com,7508588047,0
EMP473,Employee473,SDE1,password473,employee473@emp.com,7035878152,0
EMP474,Employee474,SDE1,password474,employee474@emp.com,9814507668,0
EMP475,Employee475,Lead,password475,employee475@emp.com,7628655724,0
EMP476,Employee476,HR,password476,employee476@emp.com,7448433942,0
EMP477,Employee477,SDE2,password477,employee477@emp.com,9840826873,0
EMP478,Employee478,SDE1,password478,employee478@emp.com,8256153966,0
EMP479,Employee479,SDE2,password479,employee479@emp.com,9119981613,0
EMP480,Employee480,SDE2,password480,employee480@emp.com,8007810744,0
EMP481,Employee481,SDE1,password481,employee481@emp.com,8001801459,0
EMP482,Employee482,HR,password482,employee482@emp.com,8754974527,0
EMP483,Employee483,Lead,password483,employee483@emp.com,7126571140,0
EMP484,Employee484,SDE2,password484,employee484@emp.com,8359960769,0
EMP485,Employee485,DevOps,password485,employee485@emp.com,8242398049,0
EMP486,Employee486,HR,password486,employee486@emp.com,9736884037,0
EMP487,Employee487,Lead,password487,employee487@emp.com,7203666561,0
EMP488,Employee488,Lead,password488,employee488@emp.com,8263586363,0
EMP489,Employee489,SDE2,password489,employee489@emp.com,8696186976,0
EMP490,Employee490,DevOps,password490,employee490@emp.com,7444292048,0
EMP491,Employee491,QA,password491,employee491@emp.com,9094062530,0
EMP492,Employee492,Lead,password492,employee492@emp.com,9323658562,0
EMP493,Employee493,Designer,password493,employee493@emp.com,8466026285,0
EMP494,Employee494,QA,password494,employee494@emp.com,9851569159,0
EMP495,Employee495,QA,password495,employee495@emp.com,7021152643,0
EMP496,Employee496,HR,password496,employee496@emp.com,9238260195,0
EMP497,Employee497,SDE1,password497,employee497@emp.com,7398741025,0
EMP498,Employee498,Manager,password498,employee498@emp.com,9262524959,0
EMP499,Employee499,SDE1,password499,employee499@emp.com,8739155799,0
EMP500,Employee500,DevOps,password500,employee500@emp.com,7118191865,0
