,id,empID,name,designation,password,email,mobile,performance_rate
356,357,EMP357,Employee357,SDE1,password357,employee357@emp.com,9392283986,55.11
357,358,EMP358,Employee358,Lead,password358,employee358@emp.com,7578932286,78.99
358,359,EMP359,Employee359,Manager,password359,employee359@emp.com,8424476387,54.53
359,360,EMP360,Employee360,DevOps,password360,employee360@emp.com,7900178851,38.57
360,361,EMP361,Employee361,Lead,password361,employee361@emp.com,9023141539,51.54
361,362,EMP362,Employee362,QA,password362,employee362@emp.com,9550261083,55.45
362,363,EMP363,Employee363,SDE1,password363,employee363@emp.com,7871093607,42.44
363,364,EMP364,Employee364,QA,password364,employee364@emp.com,7715107128,66.15
364,365,EMP365,Employee365,SDE2,password365,employee365@emp.com,9910041510,69.6
365,366,EMP366,Employee366,Designer,password366,employee366@emp.com,7992106379,58.02
366,367,EMP367,Employee367,Designer,password367,employee367@emp.com,7768432097,48.52
367,368,EMP368,Employee368,Designer,password368,employee368@emp.com,7229967652,68.0
368,369,EMP369,Employee369,SDE1,password369,employee369@emp.com,7441862666,45.3
369,370,EMP370,Employee370,SDE1,password370,employee370@emp.com,8489545984,46.96
370,371,EMP371,Employee371,DevOps,password371,employee371@emp.com,7822051565,21.41
371,372,EMP372,Employee372,DevOps,password372,employee372@emp.com,7363950150,39.55
372,373,EMP373,Employee373,HR,password373,employee373@emp.com,7574624792,76.55
373,374,EMP374,Employee374,QA,password374,employee374@emp.com,8657836822,26.77
374,375,EMP375,Employee375,SDE2,password375,employee375@emp.com,7793021745,57.76
375,376,EMP376,Employee376,DevOps,password376,employee376@emp.com,7793641767,60.47
376,377,EMP377,Employee377,DevOps,password377,employee377@emp.com,7315737896,65.61
377,378,EMP378,Employee378,SDE1,password378,employee378@emp.com,8911071166,20.19
378,379,EMP379,Employee379,DevOps,password379,employee379@emp.com,8559453644,64.64
379,380,EMP380,Employee380,SDE1,password380,employee380@emp.com,7047456341,41.18
380,381,EMP381,Employee381,QA,password381,employee381@emp.com,9818242900,55.23
381,382,EMP382,Employee382,DevOps,password382,employee382@emp.com,8570840238,23.45
382,383,EMP383,Employee383,SDE2,password383,employee383@emp.com,7400213014,40.06
383,384,EMP384,Employee384,HR,password384,employee384@emp.com,7020858182,53.32
384,385,EMP385,Employee385,SDE1,password385,employee385@emp.com,7035030724,63.83
385,386,EMP386,Employee386,Designer,password386,employee386@emp.com,8414164215,8.31
386,387,EMP387,Employee387,Manager,password387,employee387@emp.com,9601876952,54.53
387,388,EMP388,Employee388,QA,password388,employee388@emp.com,7719459068,52.86
388,389,EMP389,Employee389,SDE1,password389,employee389@emp.com,9371285026,59.67
389,390,EMP390,Employee390,SDE2,password390,employee390@emp.com,8386538045,93.87
390,391,EMP391,Employee391,SDE2,password391,employee391@emp.com,8645605716,42.02
391,392,EMP392,Employee392,SDE2,password392,employee392@emp.com,7383641927,43.54
392,393,EMP393,Employee393,QA,password393,employee393@emp.com,9084899777,87.34
393,394,EMP394,Employee394,DevOps,password394,employee394@emp.com,8799851609,47.97
394,395,EMP395,Employee395,HR,password395,employee395@emp.com,8327352197,2.69
395,396,EMP396,Employee396,HR,password396,employee396@emp.com,9518190912,53.86
396,397,EMP397,Employee397,Manager,password397,employee397@emp.com,9458784277,52.33
397,398,EMP398,Employee398,Manager,password398,employee398@emp.com,7635411050,71.06
398,399,EMP399,Employee399,DevOps,password399,employee399@emp.com,8957815161,54.47
399,400,EMP400,Employee400,SDE2,password400,employee400@emp.com,7330681261,49.54
400,401,EMP401,Employee401,Manager,password401,employee401@emp.com,9249963126,65.83
401,402,EMP402,Employee402,SDE2,password402,employee402@emp.com,9365475057,42.66
402,403,EMP403,Employee403,Lead,password403,employee403@emp.com,7614534143,58.05
403,404,EMP404,Employee404,Manager,password404,employee404@emp.com,7619070105,71.69
404,405,EMP405,Employee405,SDE1,password405,employee405@emp.com,7644192979,85.51
405,406,EMP406,Employee406,Lead,password406,employee406@emp.com,8410289252,50.32
406,407,EMP407,Employee407,SDE1,password407,employee407@emp.com,8532046207,28.48
407,408,EMP408,Employee408,QA,password408,employee408@emp.com,7772347521,84.93
408,409,EMP409,Employee409,SDE2,password409,employee409@emp.com,8512027812,56.17
409,410,EMP410,Employee410,Manager,password410,employee410@emp.com,7009057298,56.6
410,411,EMP411,Employee411,Designer,password411,employee411@emp.com,7566262660,48.14
411,412,EMP412,Employee412,SDE2,password412,employee412@emp.com,7920068929,12.43
412,413,EMP413,Employee413,DevOps,password413,employee413@emp.com,8930341477,42.43
413,414,EMP414,Employee414,Manager,password414,employee414@emp.com,8368919509,54.81
414,415,EMP415,Employee415,Lead,password415,employee415@emp.com,7605420071,36.97
415,416,EMP416,Employee416,Lead,password416,employee416@emp.com,8917087619,51.99
416,417,EMP417,Employee417,SDE1,password417,employee417@emp.com,8670829541,13.14
417,418,EMP418,Employee418,Designer,password418,employee418@emp.com,9592389174,48.82
418,419,EMP419,Employee419,Lead,password419,employee419@emp.com,8184363886,65.09
419,420,EMP420,Employee420,HR,password420,employee420@emp.com,9062153730,63.07
420,421,EMP421,Employee421,Lead,password421,employee421@emp.com,8523232901,55.43
421,422,EMP422,Employee422,HR,password422,employee422@emp.com,8877304277,62.42
422,423,EMP423,Employee423,Designer,password423,employee423@emp.com,9021804672,47.97
423,424,EMP424,Employee424,QA,password424,employee424@emp.com,7638856235,0.0
424,425,EMP425,Employee425,HR,password425,employee425@emp.com,7952132933,68.32
425,426,EMP426,Employee426,SDE2,password426,employee426@emp.com,9052595544,57.13
426,427,EMP427,Employee427,DevOps,password427,employee427@emp.com,7726924112,33.83
427,428,EMP428,Employee428,DevOps,password428,employee428@emp.com,7133885875,49.42
428,429,EMP429,Employee429,Manager,password429,employee429@emp.com,8449646445,45.88
429,430,EMP430,Employee430,Lead,password430,employee430@emp.com,8957618354,46.15
430,431,EMP431,Employee431,SDE1,password431,employee431@emp.com,8812445753,43.61
431,432,EMP432,Employee432,Manager,password432,employee432@emp.com,9183200857,43.28
432,433,EMP433,Employee433,SDE2,password433,employee433@emp.com,7197269604,53.23
433,434,EMP434,Employee434,DevOps,password434,employee434@emp.com,7025039761,61.28
434,435,EMP435,Employee435,SDE1,password435,employee435@emp.com,9648295167,30.3
435,436,EMP436,Employee436,QA,password436,employee436@emp.com,9341657731,43.34
436,437,EMP437,Employee437,SDE2,password437,employee437@emp.com,7655921854,47.04
437,438,EMP438,Employee438,SDE2,password438,employee438@emp.com,9027085178,39.11
438,439,EMP439,Employee439,HR,password439,employee439@emp.com,8672195190,63.62
439,440,EMP440,Employee440,SDE1,password440,employee440@emp.com,9317459440,54.03
440,441,EMP441,Employee441,SDE1,password441,employee441@emp.com,8248582061,25.46
441,442,EMP442,Employee442,DevOps,password442,employee442@emp.com,8069106173,2.25
442,443,EMP443,Employee443,DevOps,password443,employee443@emp.com,9963020856,67.01
443,444,EMP444,Employee444,DevOps,password444,employee444@emp.com,9415372097,70.61
444,445,EMP445,Employee445,QA,password445,employee445@emp.com,7039794294,30.58
445,446,EMP446,Employee446,SDE2,password446,employee446@emp.com,7443632497,50.79
446,447,EMP447,Employee447,Designer,password447,employee447@emp.com,8166890537,29.9
447,448,EMP448,Employee448,Lead,password448,employee448@emp.com,7089285534,44.4
448,449,EMP449,Employee449,SDE1,password449,employee449@emp.com,7990347776,64.18
449,450,EMP450,Employee450,QA,password450,employee450@emp.com,8202623089,41.95
450,451,EMP451,Employee451,Designer,password451,employee451@emp.com,9565560893,48.19
451,452,EMP452,Employee452,SDE2,password452,employee452@emp.com,7936714395,67.59
452,453,EMP453,Employee453,QA,password453,employee453@emp.com,7455879353,62.4
453,454,EMP454,Employee454,SDE2,password454,employee454@emp.com,8570836264,38.2
454,455,EMP455,Employee455,SDE1,password455,employee455@emp.com,7430311390,43.48
455,456,EMP456,Employee456,SDE1,password456,employee456@emp.com,7152930182,71.84
456,457,EMP457,Employee457,Designer,password457,employee457@emp.com,8246212923,54.31
457,458,EMP458,Employee458,Lead,password458,employee458@emp.com,8712087881,40.45
458,459,EMP459,Employee459,SDE2,password459,employee459@emp.com,9306266123,35.19
459,460,EMP460,Employee460,Manager,password460,employee460@emp.com,9879513783,59.15
460,461,EMP461,Employee461,DevOps,password461,employee461@emp.com,8357300726,43.76
461,462,EMP462,Employee462,HR,password462,employee462@emp.com,9465147505,70.4
462,463,EMP463,Employee463,QA,password463,employee463@emp.com,7515888017,39.51
463,464,EMP464,Employee464,HR,password464,employee464@emp.com,7014843677,50.37
464,465,EMP465,Employee465,DevOps,password465,employee465@emp.com,7678806091,35.72
465,466,EMP466,Employee466,SDE1,password466,employee466@emp.com,7401346282,48.7
466,467,EMP467,Employee467,SDE2,password467,employee467@emp.com,7888593703,37.75
467,468,EMP468,Employee468,Designer,password468,employee468@emp.com,8189887291,62.38
468,469,EMP469,Employee469,Designer,password469,employee469@emp.com,8489254722,60.56
469,470,EMP470,Employee470,SDE1,password470,employee470@emp.com,8672490029,62.92
470,471,EMP471,Employee471,Manager,password471,employee471@emp.com,9509954142,68.12
471,472,EMP472,Employee472,HR,password472,employee472@emp.com,9273471023,76.16
472,473,EMP473,Employee473,SDE2,password473,employee473@emp.com,9442553603,71.62
473,474,EMP474,Employee474,Lead,password474,employee474@emp.com,7579254229,50.41
474,475,EMP475,Employee475,SDE2,password475,employee475@emp.com,9875087038,43.16
475,476,EMP476,Employee476,HR,password476,employee476@emp.com,8084146358,33.46
476,477,EMP477,Employee477,HR,password477,employee477@emp.com,8782642881,63.52
477,478,EMP478,Employee478,QA,password478,employee478@emp.com,8797680169,35.42
478,479,EMP479,Employee479,QA,password479,employee479@emp.com,7040971436,58.88
479,480,EMP480,Employee480,Lead,password480,employee480@emp.com,8012515126,68.62
480,481,EMP481,Employee481,Designer,password481,employee481@emp.com,8396236978,42.43
481,482,EMP482,Employee482,SDE1,password482,employee482@emp.com,8150413001,52.19
482,483,EMP483,Employee483,Designer,password483,employee483@emp.com,9808755267,48.84
483,484,EMP484,Employee484,HR,password484,employee484@emp.com,9034825379,19.29
484,485,EMP485,Employee485,DevOps,password485,employee485@emp.com,8637580562,39.91
485,486,EMP486,Employee486,SDE2,password486,employee486@emp.com,7595558490,34.4
486,487,EMP487,Employee487,SDE1,password487,employee487@emp.com,8322185130,54.48
487,488,EMP488,Employee488,Designer,password488,employee488@emp.com,9400539173,62.92
488,489,EMP489,Employee489,Designer,password489,employee489@emp.com,8540894868,33.06
489,490,EMP490,Employee490,SDE1,password490,employee490@emp.com,7506987898,64.05
490,491,EMP491,Employee491,SDE1,password491,employee491@emp.com,7435651819,54.76
491,492,EMP492,Employee492,HR,password492,employee492@emp.com,9794467777,43.57
492,493,EMP493,Employee493,SDE1,password493,employee493@emp.com,9346661859,43.23
493,494,EMP494,Employee494,Manager,password494,employee494@emp.com,8966339773,60.79
494,495,EMP495,Employee495,SDE2,password495,employee495@emp.com,8661505009,49.39
495,496,EMP496,Employee496,QA,password496,employee496@emp.com,8037849835,20.12
496,497,EMP497,Employee497,Manager,password497,employee497@emp.com,7514742671,46.75
497,498,EMP498,Employee498,HR,password498,employee498@emp.com,8867459709,47.78
498,499,EMP499,Employee499,Lead,password499,employee499@emp.com,8069526389,64.4
499,500,EMP500,Employee500,DevOps,password500,employee500@emp.com,8956036839,10.99
